edad,GENERO,ESTRATO,NOMBRE_PROGRAMA,NOMBRE_FACULTAD,tipo_desercion
25,M,2,DERECHO,DERECHO Y CIENCIAS  SOCIALES,D
22,M,2,DERECHO,DERECHO Y CIENCIAS  SOCIALES,C
29,F,2,DERECHO,DERECHO Y CIENCIAS  SOCIALES,D
31,F,,ESPECIALIZACION EN GERENCIA DE EMPRESAS DE SALUD,ESTUDIOS A DISTANCIA,A
38,M,,ESPECIALIZACION EN ALTA GERENCIA DE EMPRESAS,ESTUDIOS A DISTANCIA,B
32,F,,ESPECIALIZACION EN ALTA GERENCIA DE EMPRESAS,ESTUDIOS A DISTANCIA,B
39,M,,MAESTRIA EN DIDACTICA DE LA MATEMATICA,ESTUDIOS A DISTANCIA,B
29,F,,MAESTRIA EN DIDACTICA DE LA MATEMATICA,ESTUDIOS A DISTANCIA,A
27,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,D
25,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
26,M,,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
33,M,1,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
24,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
26,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
30,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
24,F,1,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
45,M,1,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
30,M,1,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
30,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
30,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
25,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
26,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
36,F,1,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
30,M,1,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,D
38,M,1,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,D
28,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
23,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
30,M,1,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
29,F,1,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
23,F,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
33,F,1,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
44,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
25,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
39,M,1,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,E
41,M,3,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,E
25,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
25,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
21,F,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
30,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
43,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
26,M,1,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
23,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
31,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
29,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
30,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
31,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
24,M,2,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,B
37,M,2,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,B
27,F,2,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,D
37,F,2,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,B
28,F,2,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,C
30,F,,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,E
25,F,2,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,C
24,F,2,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,B
28,F,2,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,C
25,F,2,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,D
23,F,3,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,C
29,M,2,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,E
29,F,2,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,C
24,F,2,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,D
24,F,1,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,C
23,M,2,TECNOLOGIA EN ELECTRICIDAD,ESTUDIOS A DISTANCIA,C
24,M,1,TECNOLOGIA EN ELECTRICIDAD,ESTUDIOS A DISTANCIA,C
34,M,2,TECNOLOGIA EN ELECTRICIDAD,ESTUDIOS A DISTANCIA,D
28,M,2,TECNOLOGIA EN ELECTRICIDAD,ESTUDIOS A DISTANCIA,C
36,M,2,TECNOLOGIA EN MAQUINAS Y HERRAMIENTAS,ESTUDIOS A DISTANCIA,D
26,M,2,TECNOLOGIA EN MAQUINAS Y HERRAMIENTAS,ESTUDIOS A DISTANCIA,C
30,M,2,TECNOLOGIA EN MAQUINAS Y HERRAMIENTAS,ESTUDIOS A DISTANCIA,D
32,M,2,TECNOLOGIA EN MAQUINAS Y HERRAMIENTAS,ESTUDIOS A DISTANCIA,B
43,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
41,F,3,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
32,M,2,TECNOLOGIA EN ELECTRICIDAD,ESTUDIOS A DISTANCIA,C
36,M,3,TECNOLOGIA EN ELECTRICIDAD,ESTUDIOS A DISTANCIA,B
47,M,2,TECNOLOGIA EN ELECTRICIDAD,ESTUDIOS A DISTANCIA,B
42,M,,TECNOLOGIA EN ELECTRICIDAD,ESTUDIOS A DISTANCIA,D
31,M,2,TECNOLOGIA EN ELECTRICIDAD,ESTUDIOS A DISTANCIA,C
35,M,,TECNOLOGIA EN ELECTRICIDAD,ESTUDIOS A DISTANCIA,D
38,M,2,TECNOLOGIA EN ELECTRICIDAD,ESTUDIOS A DISTANCIA,C
39,M,3,TECNOLOGIA EN ELECTRICIDAD,ESTUDIOS A DISTANCIA,B
24,M,2,TECNOLOGIA EN ELECTRICIDAD,ESTUDIOS A DISTANCIA,C
30,M,2,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,ESTUDIOS A DISTANCIA,B
30,F,1,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,ESTUDIOS A DISTANCIA,C
24,F,2,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,ESTUDIOS A DISTANCIA,C
27,M,1,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,ESTUDIOS A DISTANCIA,C
26,M,1,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,ESTUDIOS A DISTANCIA,B
33,M,1,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,ESTUDIOS A DISTANCIA,B
25,M,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,D
26,M,2,TECNOLOGIA DE PROGRAMACION DE SISTEMAS INFORMATICOS,ESTUDIOS A DISTANCIA,C
30,M,3,TECNOLOGIA DE PROGRAMACION DE SISTEMAS INFORMATICOS,ESTUDIOS A DISTANCIA,C
25,M,2,TECNOLOGIA DE PROGRAMACION DE SISTEMAS INFORMATICOS,ESTUDIOS A DISTANCIA,B
26,M,1,TECNOLOGIA DE PROGRAMACION DE SISTEMAS INFORMATICOS,ESTUDIOS A DISTANCIA,B
30,F,3,TECNOLOGIA DE PROGRAMACION DE SISTEMAS INFORMATICOS,ESTUDIOS A DISTANCIA,C
25,M,2,TECNOLOGIA DE PROGRAMACION DE SISTEMAS INFORMATICOS,ESTUDIOS A DISTANCIA,B
26,M,2,TECNOLOGIA DE PROGRAMACION DE SISTEMAS INFORMATICOS,ESTUDIOS A DISTANCIA,D
25,M,2,TECNOLOGIA DE PROGRAMACION DE SISTEMAS INFORMATICOS,ESTUDIOS A DISTANCIA,C
39,M,1,TECNICO PROFESIONAL EN PRODUCCION Y TRANSFORMACION DEL ACERO,ESTUDIOS A DISTANCIA,C
22,M,2,TECNICA PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES,ESTUDIOS A DISTANCIA,E
42,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,B
29,F,3,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,B
37,M,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,C
29,F,1,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,C
30,F,3,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,C
34,M,3,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
27,M,1,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
21,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
22,M,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
25,M,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
35,M,3,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,D
28,M,3,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
26,M,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,D
23,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
45,M,4,ADMINISTRACION COMERCIAL Y FINANCIERA,ESTUDIOS A DISTANCIA,D
32,F,2,ADMINISTRACION COMERCIAL Y FINANCIERA,ESTUDIOS A DISTANCIA,D
46,F,4,ADMINISTRACION COMERCIAL Y FINANCIERA,ESTUDIOS A DISTANCIA,D
32,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,C
26,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,C
29,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,B
35,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,B
28,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,B
28,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,C
42,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,B
30,F,1,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,D
23,M,1,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,B
33,F,2,TECNOLOGIA EN GESTION ADMINISTRATIVA DE SERVICIOS DE SALUD,ESTUDIOS A DISTANCIA,D
28,M,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
36,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,D
26,F,1,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,E
32,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
31,M,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
23,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
43,M,1,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
30,F,1,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
23,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
25,F,3,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
23,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
28,M,3,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,D
37,F,1,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,D
41,M,1,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
24,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,D
39,M,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
30,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
36,F,1,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,D
31,M,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
25,F,3,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
29,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
26,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
29,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
30,F,1,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
34,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
26,M,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
29,F,3,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
32,M,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
27,M,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
26,M,3,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,D
25,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
32,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,D
40,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
28,M,3,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,D
26,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
45,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
35,F,1,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
26,F,1,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,D
37,F,1,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
28,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
43,M,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
25,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
27,F,3,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,E
32,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,D
39,M,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
31,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,E
26,M,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
25,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
35,F,2,TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA,ESTUDIOS A DISTANCIA,D
39,F,2,ADMINISTRACION COMERCIAL Y FINANCIERA,ESTUDIOS A DISTANCIA,D
27,M,2,ADMINISTRACION COMERCIAL Y FINANCIERA,ESTUDIOS A DISTANCIA,D
42,M,3,TECNOLOGIA EN ELECTRICIDAD INDUSTRIAL,ESTUDIOS A DISTANCIA,C
46,M,2,TECNOLOGIA EN ELECTRICIDAD INDUSTRIAL,ESTUDIOS A DISTANCIA,C
33,M,2,INGENIERIA CIVIL,INGENIERIA,E
28,M,2,INGENIERIA CIVIL,INGENIERIA,D
25,M,2,INGENIERIA CIVIL,INGENIERIA,D
26,M,3,INGENIERIA CIVIL,INGENIERIA,C
25,M,1,INGENIERIA CIVIL,INGENIERIA,D
23,F,3,INGENIERIA CIVIL,INGENIERIA,E
26,M,2,INGENIERIA CIVIL,INGENIERIA,D
29,M,2,INGENIERIA METALURGICA,INGENIERIA,E
30,M,1,INGENIERIA METALURGICA,INGENIERIA,C
25,M,2,INGENIERIA METALURGICA,INGENIERIA,C
28,M,2,INGENIERIA METALURGICA,INGENIERIA,E
28,M,1,INGENIERIA METALURGICA,INGENIERIA,C
24,M,3,INGENIERIA METALURGICA,INGENIERIA,C
24,M,2,INGENIERIA METALURGICA,INGENIERIA,C
30,M,2,INGENIERIA METALURGICA,INGENIERIA,C
24,M,2,INGENIERIA METALURGICA,INGENIERIA,C
25,M,3,INGENIERIA DE TRANSPORTE Y VIAS,INGENIERIA,C
30,M,1,INGENIERIA DE TRANSPORTE Y VIAS,INGENIERIA,C
22,M,1,INGENIERIA DE TRANSPORTE Y VIAS,INGENIERIA,B
23,M,2,INGENIERIA DE TRANSPORTE Y VIAS,INGENIERIA,B
26,M,2,INGENIERIA DE TRANSPORTE Y VIAS,INGENIERIA,D
25,M,2,INGENIERIA DE TRANSPORTE Y VIAS,INGENIERIA,D
22,M,2,INGENIERIA DE TRANSPORTE Y VIAS,INGENIERIA,B
22,M,2,INGENIERIA DE TRANSPORTE Y VIAS,INGENIERIA,B
24,M,1,INGENIERIA DE TRANSPORTE Y VIAS,INGENIERIA,C
24,M,2,INGENIERIA DE TRANSPORTE Y VIAS,INGENIERIA,B
30,M,2,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,E
23,M,2,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,B
25,M,2,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,C
22,M,2,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,C
27,M,2,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,D
30,M,2,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,C
33,F,2,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,E
23,M,2,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,C
24,M,2,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,C
23,M,2,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,C
24,M,2,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,B
24,M,3,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,D
26,M,2,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,C
28,M,3,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,B
23,M,1,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,C
22,F,2,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,C
23,M,2,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,C
23,M,2,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,E
25,M,1,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,B
22,M,1,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,B
22,M,2,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,B
28,M,2,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,C
23,M,2,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,C
29,M,1,INGENIERIA AMBIENTAL,INGENIERIA,B
24,M,2,INGENIERIA AMBIENTAL,INGENIERIA,C
26,M,3,INGENIERIA AMBIENTAL,INGENIERIA,C
21,M,2,INGENIERIA AMBIENTAL,INGENIERIA,B
34,M,2,INGENIERIA AMBIENTAL,INGENIERIA,E
35,M,3,INGENIERIA AMBIENTAL,INGENIERIA,C
23,F,2,ARQUITECTURA,INGENIERIA,D
24,M,1,ARQUITECTURA,INGENIERIA,B
24,M,1,ARQUITECTURA,INGENIERIA,B
32,M,,ESPECIALIZACION EN ESTRUCTURAS,INGENIERIA,A
31,M,,ESPECIALIZACION EN BASES DE DATOS,INGENIERIA,A
34,F,,ESPECIALIZACION EN GESTION DE INTEGRIDAD Y CORROSION,INGENIERIA,A
35,M,,ESPECIALIZACION EN GEOTECNIA,INGENIERIA,A
46,M,,ESPECIALIZACION EN GEOTECNIA,INGENIERIA,A
33,M,,ESPECIALIZACION EN GERENCIA DE PROYECTOS DE CONSTRUCCION,INGENIERIA,A
43,F,,MAESTRIA EN INGENIERIA AMBIENTAL,INGENIERIA,A
23,M,3,TECNICO PROFESIONAL EN PRODUCCION Y TRANSFORMACION DEL ACERO,INGENIERIA,B
21,F,3,TECNICO PROFESIONAL EN PRODUCCION Y TRANSFORMACION DEL ACERO,INGENIERIA,D
31,F,1,ADMINISTRACION DE EMPRESAS,SECCIONAL CHIQUINQUIRA,E
28,M,3,ADMINISTRACION DE EMPRESAS,SECCIONAL CHIQUINQUIRA,C
23,F,2,ADMINISTRACION DE EMPRESAS,SECCIONAL CHIQUINQUIRA,B
30,M,2,ADMINISTRACION DE EMPRESAS,SECCIONAL CHIQUINQUIRA,C
26,F,1,ADMINISTRACION DE EMPRESAS,SECCIONAL CHIQUINQUIRA,D
25,M,3,ADMINISTRACION DE EMPRESAS,SECCIONAL CHIQUINQUIRA,D
27,M,2,ADMINISTRACION DE EMPRESAS,SECCIONAL CHIQUINQUIRA,B
26,M,2,ADMINISTRACION DE EMPRESAS,SECCIONAL CHIQUINQUIRA,C
29,M,1,ADMINISTRACION DE EMPRESAS,SECCIONAL CHIQUINQUIRA,D
21,M,2,ADMINISTRACION DE EMPRESAS,SECCIONAL CHIQUINQUIRA,C
26,M,2,ADMINISTRACION DE EMPRESAS,SECCIONAL CHIQUINQUIRA,C
33,M,3,ADMINISTRACION DE EMPRESAS,SECCIONAL CHIQUINQUIRA,C
35,F,,CONTADURIA PUBLICA,SECCIONAL CHIQUINQUIRA,E
32,F,,CONTADURIA PUBLICA,SECCIONAL CHIQUINQUIRA,E
25,F,3,CONTADURIA PUBLICA,SECCIONAL CHIQUINQUIRA,C
31,M,,CONTADURIA PUBLICA,SECCIONAL CHIQUINQUIRA,C
29,F,1,CONTADURIA PUBLICA,SECCIONAL CHIQUINQUIRA,E
33,M,3,CONTADURIA PUBLICA,SECCIONAL CHIQUINQUIRA,C
31,F,2,CONTADURIA PUBLICA,SECCIONAL CHIQUINQUIRA,B
26,F,1,CONTADURIA PUBLICA,SECCIONAL CHIQUINQUIRA,A
28,F,2,CONTADURIA PUBLICA,SECCIONAL CHIQUINQUIRA,E
27,F,3,CONTADURIA PUBLICA,SECCIONAL CHIQUINQUIRA,C
21,F,2,CONTADURIA PUBLICA,SECCIONAL CHIQUINQUIRA,C
29,F,2,CONTADURIA PUBLICA,SECCIONAL CHIQUINQUIRA,E
23,F,2,CONTADURIA PUBLICA,SECCIONAL CHIQUINQUIRA,D
22,F,1,CONTADURIA PUBLICA,SECCIONAL CHIQUINQUIRA,C
34,M,,MAESTRIA EN DERECHOS HUMANOS,SECCIONAL CHIQUINQUIRA,A
24,M,2,LICENCIATURA EN TECNOLOGIA,SECCIONAL DUITAMA,B
25,F,1,LICENCIATURA EN TECNOLOGIA,SECCIONAL DUITAMA,E
22,M,2,LICENCIATURA EN TECNOLOGIA,SECCIONAL DUITAMA,C
26,M,1,LICENCIATURA EN TECNOLOGIA,SECCIONAL DUITAMA,B
28,M,1,LICENCIATURA EN TECNOLOGIA,SECCIONAL DUITAMA,C
24,M,2,LICENCIATURA EN TECNOLOGIA,SECCIONAL DUITAMA,C
22,M,2,LICENCIATURA EN TECNOLOGIA,SECCIONAL DUITAMA,B
